epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0401410999752225,0.27885968907565095,1.1387454271316528,2.0817220399872097e-10,4.163444077325539e-10
1,0.0001,0.9333125069027856,0.4139393968420747,1.0969071672076272,2.0817220399872097e-10,4.163444077325539e-10
2,0.0001,0.8816969167618525,0.4699797452151785,1.0652249937965756,2.0817220399872097e-10,4.163444077325539e-10
3,0.0001,0.8562963888758705,0.4944947101229903,1.0117770490192233,0.005525395201713322,0.010739262411590657
4,0.0001,0.8475446417218163,0.4973892382588661,0.9447346301305861,0.227564852630537,0.3672681070951414
5,0.0001,0.8322964339029222,0.5253211792742418,0.8681782029923939,0.46302921213143766,0.6290834804986001
6,0.0001,0.8142208825974238,0.5612323912678742,0.9266280730565389,0.3306634717223446,0.4926908392359857
7,0.0001,0.8050237383161273,0.5628308823570217,0.8798746296337673,0.40376553104662144,0.5731406973341503
8,0.0001,0.81302087079911,0.5345803135880439,0.9511541298457554,0.3211939754964637,0.48470129170911475
9,0.0001,0.804937101545788,0.5459328118015162,0.878784872236706,0.4490008979670693,0.6161054915037939
10,0.0001,0.7927039606230599,0.5645762446870939,0.9077261629558745,0.4160386103757852,0.5848816040048573
11,0.0001,0.7849643343970889,0.5731703638290124,0.8551084569522313,0.4700670637145111,0.6362969806694246
12,0.0001,0.7828532031604222,0.5778113663733923,0.9074153275716872,0.3941747268551491,0.5640964195900183
13,0.0001,0.7681855729648045,0.5863664023222496,0.8527896006902059,0.39591571542693654,0.564338150780358
14,0.0001,0.7695664451235816,0.572977227740907,0.8652681225822085,0.45211311498517726,0.6208623921555574
15,0.0001,0.7613679198991685,0.6031189779737473,0.8507875629833767,0.4616219179837296,0.627605309831772
16,0.0001,0.7551619609196981,0.6006623644673376,0.8770756324132284,0.45267486147688085,0.6179422504787434
17,0.0001,0.7479961400940305,0.6042552870909865,0.8521957681292579,0.43701889920379255,0.6062486936567751
