epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0907713477728798,0.22317073192553116,1.0932441891693487,2.2250466877854936e-10,4.450093374484858e-10
1,0.0001,1.0144754960888722,0.29751579068794115,0.9731374828796077,0.3363255466629994,0.4974925026735685
2,0.0001,0.9879124418633883,0.31852329832856463,0.970189936277343,0.3414381576967627,0.504981050094761
3,0.0001,0.9668570717827218,0.3535768493217871,0.9517400332582675,0.37802877014535663,0.5417280808160237
4,0.0001,0.9476040650586612,0.3752502057983977,0.9545964763416508,0.33602786319754224,0.4970930043142071
5,0.0001,0.9380543144022833,0.37389718218432205,0.9250047124498258,0.36823644119592464,0.530823604912784
6,0.0001,0.921180935179601,0.3965222810376583,0.9275535936278057,0.33959353122755775,0.5014887683003627
7,0.0001,0.9026451863226344,0.42073282796343037,0.9366187283663245,0.3665440981084649,0.5294450366969036
8,0.0001,0.8828428074961803,0.442704197479366,0.9509800241245487,0.3798386577316129,0.5449470834006723
9,0.0001,0.8670830638682256,0.45993750100347586,0.8832813583738436,0.4076870688401145,0.5713943158344036
10,0.0001,0.8532200660861906,0.4683932466251795,0.983104993657368,0.221058998515138,0.3550632218514957
11,0.0001,0.8382659974645396,0.4806409962521153,0.9729434435929709,0.15767039087770304,0.26381036271347447
12,0.0001,0.8327762377066691,0.47594190971110595,0.8828109047277187,0.37793941282814036,0.5389369457616223
13,0.0001,0.8092706574768317,0.49907312076618926,0.8275995487120094,0.42367436925595675,0.5858469585627534
14,0.0001,0.7939089702778175,0.5186313222579597,0.8845707594863768,0.37106670876963854,0.5336982976846235
15,0.0001,0.7769806590236601,0.5429586228254809,0.8356407701484556,0.41280364516091855,0.5781173130595112
16,0.0001,0.7739613447032991,0.5275632526013689,0.8420611668408402,0.4205009911332899,0.5851778519909454
17,0.0001,0.7547877069379463,0.5368920232768329,0.8559711386517781,0.4589416966507634,0.6242245135885806
18,0.0001,0.7341461787458325,0.5578052368536411,0.7537867334800038,0.5235885517000726,0.6801483467308369
19,0.0001,0.7184584482771451,0.5766514327343374,0.9348737088645377,0.17842493349270208,0.286372837819581
20,0.0001,0.7031384354732075,0.5964261908883363,0.8731817351124151,0.3548449441030057,0.5180077269646568
21,0.0001,0.6942312219103829,0.5819857869748597,0.801172110123363,0.4178109193790091,0.5830944366914083
22,0.0001,0.6761247569420299,0.605743231690873,0.7036141016618992,0.5550707966051457,0.7104467347959764
23,0.0001,0.6617903240391465,0.6024051147744242,0.7046202978467554,0.49227561965402195,0.6513374346374259
24,0.0001,0.6477871976914953,0.6170127711070127,0.6782587330515791,0.5823417353592223,0.7321553910259835
25,0.0001,0.6397082023933286,0.6076370586846082,0.8415761405859536,0.3874101083744727,0.5532956008899836
26,0.0001,0.6153858093941798,0.6421436038978607,0.6605808797890578,0.5615105714808073,0.7129520953338928
27,0.0001,0.6228894366592658,0.6099800819461388,0.6361601473839302,0.5424889375692489,0.6984064899275098
28,0.0001,0.6057524300012432,0.6334558117851259,0.6098587193140169,0.5913983035385794,0.7403060679134426
29,0.0001,0.5853691843689465,0.6422858344074639,0.5851122228110709,0.600810935570703,0.7477312331502567
30,0.0001,0.5631538087227306,0.6581578356040844,0.5611223825594274,0.6089171650008308,0.7503011809877982
31,0.0001,0.5616543229486122,0.6541047400090912,0.6450493064353137,0.5549936918618418,0.7099599229307603
32,0.0001,0.5430373476176965,0.6555038416871877,0.5605907474106889,0.6016609123168348,0.7474622220978685
33,0.0001,0.526229876475256,0.6761187602070028,0.6085599772329253,0.5490529051089031,0.7051050377260388
34,0.0001,0.5165692308887107,0.6858392418123477,0.5259212207018844,0.6129128884403896,0.7508822710181341
35,0.0001,0.5049470555586894,0.6813600582990872,0.4825245486042364,0.6386086842672183,0.7735069852929742
36,0.0001,0.4976040745367769,0.6727443052630276,0.6770870302750812,0.4846444914487345,0.6479396123185366
37,0.0001,0.47852072803700557,0.6825120696071831,0.8487913647318274,0.3531123805097808,0.5125128471637828
38,0.0001,0.4716326545496456,0.6904154512981371,0.5599677092660733,0.5396313192498562,0.6935966112577273
39,0.0001,0.4480211744542982,0.7112626916805322,0.5620798715730992,0.6258899346382385,0.7622518195571086
40,0.0001,0.43470673580638697,0.7150207400940021,0.483673786002446,0.6492215735883109,0.7837173100542969
41,0.0001,0.43948979602485405,0.6893361694484014,0.6304458001764809,0.5597089886040184,0.7125371774624462
42,0.0001,0.426952918533419,0.7082021748783212,0.4854053576302722,0.6136865584493959,0.7581363795119087
43,0.0001,0.4002139675812643,0.7282459793312108,0.4380852231165258,0.6788581750002974,0.8046888736380765
44,0.0001,0.40142479001498615,0.7140060175851727,0.419991625033743,0.6935329952565664,0.8154918618407114
45,0.0001,0.3964647264754186,0.7050536796461832,0.4722696542739868,0.5826051352348826,0.7285683723797989
46,0.0001,0.3873415826285472,0.7185088496087358,0.5930679081901302,0.5136329266401493,0.6747562749535887
47,0.0001,0.3702551600385885,0.7359528682336591,0.4395927592990844,0.6830262855768087,0.8081479860491917
48,0.0001,0.37063067174348674,0.7279891148773087,0.5335330347704693,0.6063874705366223,0.7528799434416997
49,0.0001,0.35497609049570367,0.7276794557322293,0.6444818740937768,0.5201289865497589,0.6801015359828348
